sample_name,medical_term,matched_text,plain_language_explanation,occurrence_count_in_document,example_sentence
Multiple Medical Problems - Discharge Summary,gastroenterologist,gastroenterologist,"A doctor who helps with tummy, gut, and liver issues.",1,"B, her gastroenterologist, regarding any issues with her J-tube.,CONDITION ON DISCHARGE: , Stable."
Multiple Medical Problems - Discharge Summary,gastroenterologists,gastroenterologists,"A doctor who helps with stomach, intestine, and liver problems.",1,"Regarding the anemia, the gastroenterologists were consulted regarding her positive Hemoccult stools."
Back Pain - Discharge Summary,gastroesophageal reflux,Gastroesophageal reflux,"Stomach acid flowing back into the tube connecting the mouth to the stomach, often known as heartburn.",1,"Gastroesophageal reflux disease, irritable bowel syndrome, and gastrointestinal prophylaxis."
Discharge Summary - 10,gastroesophageal reflux,gastroesophageal reflux,"Stomach acid flowing back into the tube connecting the mouth to the stomach, often known as heartburn.",2,"ADMITTING DIAGNOSES:, Hiatal hernia, gastroesophageal reflux disease reflux.,DISCHARGE DIAGNOSES:, Hiatal hernia, gastroesophageal reflux disease reflux.,SECONDARY DIAGNOSIS: , Postoperative ileus.,PROCEDURES DONE: , Hiatal hernia repair and Nissen fundoplication revision.,BRIEF HISTORY: , The patient is an 18-year-old male who has had a history of a Nissen fundoplication performed six years ago for gastric reflux."
Discharge Summary - 12,gastroesophageal reflux,Gastroesophageal reflux,"Stomach acid flowing back into the tube connecting the mouth to the stomach, often known as heartburn.",1,"Gastroesophageal reflux disease.,PROCEDURES:, None.,COMPLICATIONS: , None.,DISCHARGE CONDITION: , Improved and stable.,DISCHARGE PLAN: ,Physical activity: With assistance."
Discharge Summary - 19,gastroesophageal reflux,Gastroesophageal reflux,"Stomach acid flowing back into the tube connecting the mouth to the stomach, often known as heartburn.",2,"Gastroesophageal reflux disease.,3."
Discharge Summary - Hip Surgery,gastroesophageal reflux,Gastroesophageal reflux,"Stomach acid flowing back into the tube connecting the mouth to the stomach, often known as heartburn.",1,"Gastroesophageal reflux disease.,5."
Goldenhar Syndrome - Discharge Summary,gastroesophageal reflux,gastroesophageal reflux,"Stomach acid flowing back into the tube connecting the mouth to the stomach, often known as heartburn.",2,"Severe gastroesophageal reflux.,4."
Knee Surgery - Discharge Summary,gastroesophageal reflux,Gastroesophageal reflux,"Stomach acid flowing back into the tube connecting the mouth to the stomach, often known as heartburn.",1,"Gastroesophageal reflux disease.,9."
Back Pain - Discharge Summary,gastrointestinal,gastrointestinal,Gastrointestinal means related to the stomach and intestines.,1,"Gastroesophageal reflux disease, irritable bowel syndrome, and gastrointestinal prophylaxis."
Death Summary - 1,gastrointestinal,Gastrointestinal,Gastrointestinal means related to the stomach and intestines.,1,"Gastrointestinal bleed.,5."
Discharge Summary - 19,gastrointestinal,gastrointestinal,Gastrointestinal means related to the stomach and intestines.,1,"Upper gastrointestinal bleed likely secondary to gastritis.,4."
Discharge Summary - 2,gastrointestinal,gastrointestinal,Gastrointestinal means related to the stomach and intestines.,1,"Lower gastrointestinal bleed.,6."
GI Bleed - Discharge Summary,gastrointestinal,gastrointestinal,Gastrointestinal means related to the stomach and intestines.,1,"Upper gastrointestinal bleed.,2."
Gastroenteritis - Discharge Summary,gastrointestinal,Gastrointestinal,Gastrointestinal means related to the stomach and intestines.,2,"Gastrointestinal bleed.,6."
Gastrointestinal Bleed - Discharge Summary,gastrointestinal,Gastrointestinal,Gastrointestinal means related to the stomach and intestines.,2,"DIAGNOSIS ON ADMISSION: , Gastrointestinal bleed.,DIAGNOSES ON DISCHARGE,1."
Multiple Medical Problems - Discharge Summary,gastroparesis,gastroparesis,Gastroparesis is when food hangs out in the stomach instead of moving through the digestive system like it should.,1,"Regarding the hypoglycemia, the patient has diabetic gastroparesis and was being fed on J-tube intermittent feedings throughout the night at the rate of 120 an hour."
Goldenhar Syndrome - Discharge Summary,gastrostomy tube,gastrostomy tube,A tube inserted through the skin into the stomach for feeding purposes.,1,"Anemia, probably iron deficiency.,HISTORY OF PRESENT ILLNESS:, This is a 10-week-old female infant who has Goldenhar syndrome and has a gastrostomy tube in place and a J-tube in place."
Hysterectomy - Discharge Summary - 1,general anesthesia,general anesthesia,Putting someone into a deep sleep where they feel no pain using a machine for breathing during surgery.,1,"She has failed oral contraceptives and surgical therapy is planned.,PAST HISTORY: , Significant for reflux.,SURGICAL HISTORY: ,Tubal ligation.,PHYSICAL EXAMINATION: , A top normal sized uterus with normal adnexa.,LABORATORY VALUES: ,Her discharge hemoglobin is 12.4.,HOSPITAL COURSE: , She was taken to the operating room on 11/05/07 where a total vaginal hysterectomy was performed under general anesthesia."
Hysterectomy - Discharge Summary - 2,general anesthesia,general anesthesia,Putting someone into a deep sleep where they feel no pain using a machine for breathing during surgery.,1,"Discharge hemoglobin 10.8.,HOSPITAL COURSE: , She was taken to the operating room on 04/02/2007 where a total vaginal hysterectomy was performed under general anesthesia."
Discharge Summary - Multiple Trauma,generalized,Generalized,Generalized means not focusing on one specific area.,1,"Generalized pain.,16."
Discharge Summary - Respiratory Failure,generalized,generalized,Generalized means not focusing on one specific area.,1,He does have some generalized redness around his abdominal region and groin.
Discharge Summary - 5,genetic,genetic,Genetic: It's about how traits and illnesses are inherited from one generation to the next.,1,"A biopsy revealed small round cells and repeat biopsy on MM/DD/YYYY also showed round cells consistent with Ewing sarcoma, genetic analysis indicated a T1122 translocation."
Discharge Summary - Respiratory Failure,genital,genital,Having to do with private body parts.,1,He had some evidence of redness and exquisite swelling around his genital and lower abdominal region.
Bronchiolitis - Discharge Summary,genitourinary,GENITOURINARY,Important body parts involved in sex and peeing.,1,"Soft and nondistended.,GENITOURINARY: She is Tanner I female.,DISCHARGE WEIGHT:, Her weight at discharge 3.346 kg, which is up 6 grams from admission.,DISCHARGE INSTRUCTIONS: , ,ACTIVITY: No one should smoke near The patient."
Discharge Summary - 8,genitourinary,genitourinary,Important body parts involved in sex and peeing.,2,"History of congenital genitourinary abnormalities with multiple surgeries before the 5th grade.,3."
Discharge Summary - Respiratory Distress,genitourinary,GENITOURINARY,Important body parts involved in sex and peeing.,1,"Nontender to palpation.,GENITOURINARY: Deferred.,EXTREMITIES: Warm and well perfused.,DISCHARGE INSTRUCTIONS:, As follows:,1."
Neonatal Discharge Summary,gestation,gestation,How long a baby has been growing in a woman's belly.,1,"HOSPITAL COURSE:, The patient is an 1812 g baby boy born by vaginal delivery to a 32-year-old gravida 3, para 2 at 34 weeks of gestation."
Otitis Media - Discharge Summary,gestation,gestation,How long a baby has been growing in a woman's belly.,1,"He was noted to have some increased workup of breathing and parents returned to the office on the day of admission.,PAST MEDICAL HISTORY: , Significant for being born at 33 weeks' gestation with a birth weight of 5 pounds and 1 ounce.,PHYSICAL EXAMINATION: , On exam, he was moderately ill appearing and lethargic."
Prematurity - Discharge Summary,gestation,gestation,How long a baby has been growing in a woman's belly.,1,"Prematurity, 34 weeks' gestation, now 5 days old.,2."
Ectopic Pregnancy - Discharge Summary,gestational,gestational,Related to being pregnant.,2,"The sonogram stated there was no gestational sac, but there was a small mass within the uterus that could represent a gestational sac."
Neonatal Discharge Summary - 1,gestational age,gestational age,How long a pregnancy has been going on for.,1,"ADMITTING DIAGNOSES:, Respiratory distress syndrome, intrauterine growth restriction, thrombocytopenia, hypoglycemia, retinal immaturity.,HISTORY OF PRESENTING ILLNESS: , The baby is an ex-32 weeks small for gestational age infant with birth weight 1102."
Prematurity - Discharge Summary,gestational age,gestational age,How long a pregnancy has been going on for.,1,"Appropriate for gestational age.,3."
Speech Therapy - Discharge Summary - 1,gestures,gestures,Using hand movements and body language to express oneself.,1,"The patient continues to have difficulty stating verbally, yes or no, to questions as well as accurately using head gestures and to respond to yes-no questions."
Discharge Summary - 17,gi,GI,"GI refers to your stomach and intestines, where digestion happens.",1,"The patient did receive 2 units of packed red cells with the hemoglobin drop to 9 for cardiovascular support, as no evidence of GI bleeding was obtained."
Discharge Summary - 2,gi,GI,"GI refers to your stomach and intestines, where digestion happens.",2,During hospitalization she developed acute lower GI bleed and was transferred to intensive care unit and transfused packed red blood cells.
Discharge Summary - 9,gi,GI,"GI refers to your stomach and intestines, where digestion happens.",1,XYZ from GI as scheduled.
GI Bleed - Discharge Summary,gi,GI,"GI refers to your stomach and intestines, where digestion happens.",5,"CHIEF COMPLAINT:, GI bleed.,HISTORY OF PRESENT ILLNESS:, The patient is an 80-year-old white female with history of atrial fibrillation, on Coumadin, who presented as outpatient, complaining of increasing fatigue."
Gastroenteritis - Discharge Summary,gi,GI,"GI refers to your stomach and intestines, where digestion happens.",2,The patient was also started on prednisone as per GI recommendations.
Hip Surgery - Discharge Summar,gi,GI,"GI refers to your stomach and intestines, where digestion happens.",1,"GI prophylaxis, Protonix 40 mg b.i.d."
Kawasaki Disease - Discharge Summary,gi,GI,"GI refers to your stomach and intestines, where digestion happens.",1,for 14 days and then Prevacid also to prevent his GI from aspirin 15 mg p.o.
Discharge Summary - 2,gi bleed,GI bleed,Bleeding that happens somewhere in the digestive system.,1,During hospitalization she developed acute lower GI bleed and was transferred to intensive care unit and transfused packed red blood cells.
GI Bleed - Discharge Summary,gi bleed,GI bleed,Bleeding that happens somewhere in the digestive system.,1,"CHIEF COMPLAINT:, GI bleed.,HISTORY OF PRESENT ILLNESS:, The patient is an 80-year-old white female with history of atrial fibrillation, on Coumadin, who presented as outpatient, complaining of increasing fatigue."
Discharge Summary - 9,global,global,"All over the place, not just in one spot.",1,"There was some pseudo normal pattern of filling, mild MR and global hypokinesis of the LV.,3."
Speech Therapy - Discharge Summary - 1,global,global,"All over the place, not just in one spot.",1,"At the onset of therapy, on 03/26/08, the patient was NPO with a G-tube and the initial speech and language evaluation revealed global aphasia with an aphasia quotient of 3.6/100 based on the Western Aphasia Battery."
Gastroenteritis - Discharge Summary,glucophage,Glucophage,A medication for managing diabetes.,1,"He can resume his home medications of Prandin, Actos, Lipitor, Glucophage, Benicar, and Advair."
CHF & Pleural Effusion - Discharge Summary,glucose,glucose,Sugar in the blood that gives energy to the body.,2,"No fluid was sent for routine studies.,LABORATORY AT DISCHARGE: , Sodium 134, potassium 4.2, chloride 99, CO2 26, glucose 182, BUN 17, and creatinine 1.0."
COPD & Bronchitis - Discharge Summary,glucose,glucose,Sugar in the blood that gives energy to the body.,1,"She was given oxygen, encouraged to eat, and suctioned as needed.,Laboratory data included a urinalysis that had 0-2 WBCs per high power field and urine culture was negative, blood cultures x2 were negative, TSH was 1.7, and chem-7, sodium 134, potassium 4.4, chloride 93, CO2 34, glucose 105, BUN 17, creatinine 0.9, and calcium 9.1."
CVA - Discharge Summary,glucose,glucose,Sugar in the blood that gives energy to the body.,1,"Last chemistry panel on December 5, 2003, sodium 137, potassium 4.0, chloride 106, CO2 23, glucose 88, BUN 17, creatinine 0.7, calcium was 9.1."
Discharge Summary - 11,glucose,glucose,Sugar in the blood that gives energy to the body.,2,"The patient was scheduled to undergo her procedure on 12/31/09; however, at blood glucose check, the patient was noted to be hyperglycemic, her sugar was 438."
Discharge Summary - 15,glucose,glucose,Sugar in the blood that gives energy to the body.,1,"Sodium 137, potassium 3.4, chloride 103, CO2 20, BUN 21, creatinine 0.9, and anion gap 14, glucose 90, total protein 8.1, albumin 4.5, calcium 8.8, bilirubin 1.5, AST 26, ALT 16, alkaline phosphatase 118."
Discharge Summary - 6,glucose,glucose,Sugar in the blood that gives energy to the body.,1,"BMP: Sodium 142, potassium 4.4, BUN 13, creatinine 1.1, glucose 211."
Discharge Summary - Respiratory Failure,glucose,glucose,Sugar in the blood that gives energy to the body.,1,"Electrolytes show sodium 139, potassium 4.1, chloride 98, CO2 26, glucose 79, BUN 56, and creatinine 1.4."
ER Report - Chest Pain & Fever,glucose,Glucose,Sugar in the blood that gives energy to the body.,2,"Skin is warm and dry without rash or lesions noted.,LABORATORY FINDINGS: , Glucose 162, BUN 14, creatinine 1.0, sodium 137, potassium 3.6, chloride 103, bicarbonate 23, protein 4.2."
ESRD - Discharge Summary,glucose,glucose,Sugar in the blood that gives energy to the body.,3,"Sodium 137, potassium 5.4, BUN 41, creatinine 7.9, and glucose 295."
Goldenhar Syndrome - Discharge Summary,glucose,glucose,Sugar in the blood that gives energy to the body.,1,"Sodium level is 138, potassium 5.4, chloride 103, CO2 23, BUN 7, creatinine 0.4, glucose 84, calcium 9.9, and at this dictation, the report on the abdominal flat plate is pending.,HOSPITAL COURSE: ,The child was placed at bowel rest initially and then re-tried on full strength formula, but she did not tolerate."
Hip Surgery - Discharge Summar,glucose,glucose,Sugar in the blood that gives energy to the body.,1,"There is no pedal edema.,MENTAL STATUS: Alert and oriented x3, pleasant and cooperative during the exam.,LABORATORY DATA: , Initial workup included chemistry panel, which was unremarkable with the exception of a fasting glucose of 122 and an anion gap that was slightly decreased at 6."
Knee Surgery - Discharge Summary,glucose,glucose,Sugar in the blood that gives energy to the body.,1,"Creatinine was 0.8, BUN was 8, anion gap was slightly decreased at 5, fasting glucose was 102."
Lap Chole - Discharge Summary,glucose,glucose,Sugar in the blood that gives energy to the body.,1,"Urine shows positive glucose, but negative for nitrite and creatinine was 7.1, sodium 131, potassium was 5.2, and lipase and amylase were normal."
Neonatal Discharge Summary - 1,glucose,glucose,Sugar in the blood that gives energy to the body.,4,Blood glucose level was as low as 46.
Otitis Media - Discharge Summary,glucose,glucose,Sugar in the blood that gives energy to the body.,2,"Cranial nerves II through XII are grossly intact.,LABORATORY FINDINGS: , He had electrolytes, BUN and creatinine, and glucose all of which were within normal limits."
Post Thyroidectomy - Discharge Summary,goiter,goiter,Goiter is when your thyroid gland in your neck gets bigger than it should.,3,"ADMISSION DIAGNOSIS: , Symptomatic thyroid goiter.,DISCHARGE DIAGNOSIS: ,Symptomatic thyroid goiter.,PROCEDURE PERFORMED DURING THIS HOSPITALIZATION: , Total thyroidectomy.,INDICATIONS FOR THE SURGERY: ,Briefly, the patient is a 71-year-old female referred with increasingly symptomatic large nodular thyroid goiter."
Anterior Cervical Discectomy & Fusion - Discharge Summary,grade,grade,A grade for cancer cells based on how abnormal they look under a microscope.,1,He had a low-grade fever to 100.2 and was started on incentive spirometry.
Discharge Summary - 1,grade,Grade,A grade for cancer cells based on how abnormal they look under a microscope.,1,"On March 27, 2006, carotid duplex ultrasound showed: 1) Grade 1 carotid stenosis on the right; 2) No evidence of carotid stenosis on the left.,HISTORY AND PHYSICAL: ,This is a 56-year-old white male with a history of hypertension for 15 years, untreated."
Discharge Summary - 17,grade,grade,A grade for cancer cells based on how abnormal they look under a microscope.,1,"Z.,CONDITION ON DISCHARGE: , Clinically improved, however, requiring acute care.,CURRENT MEDICATIONS: ,Include those on admission combined with IV Flagyl 500 mg every 8 hours and Levaquin 500 mg daily.,HOSPITAL SUMMARY: , This is one of several admissions for this 68-year-old female who over the initial 48 hours preceding admission had a complaint of low-grade fever, confusion, dizziness, and a nonproductive cough."
Discharge Summary - 19,grade,grade,A grade for cancer cells based on how abnormal they look under a microscope.,1,"The patient has right hip brace/immobilizer.,HEART: Irregularly irregular heart rhythm, grade 2-3/6 systolic ejection murmur best heard over the aortic area and normal S1 and S2.,CHEST: Auscultation revealed bibasilar crackles.,ABDOMEN: Soft, nontender, no organomegaly and bowel sounds are present.,CNS: Nonfocal.,LABORATORY STUDIES: , WBC 6.5, hemoglobin 12.5, hematocrit 38.9, platelet count 177,000, INR 1.2, sodium 141, potassium 3.6 and serum creatinine of 0.8."
Discharge Summary - 8,grade,grade,A grade for cancer cells based on how abnormal they look under a microscope.,2,"History of congenital genitourinary abnormalities with multiple surgeries before the 5th grade.,3."
Hip Surgery - Discharge Summar,grade,grade,A grade for cancer cells based on how abnormal they look under a microscope.,2,"The patient had an unremarkable postoperative course, except low-grade fever of 99 to 100 postoperatively."
Leiomyosarcoma,grade,grade,A grade for cancer cells based on how abnormal they look under a microscope.,1,"She eventually underwent a partial resection found to have pathologic grade 2 leiomyosarcoma, margins were impossible to assess, but were likely positive."
Back & Leg Pain - Discharge Summary,graft,graft,When a doctor replaces damaged tissue with healthier tissue or synthetic materials.,1,"ADMISSION DIAGNOSIS: , Bilateral l5 spondylolysis with pars defects and spinal instability with radiculopathy.,SECONDARY DIAGNOSIS:, Chronic pain syndrome.,PRINCIPAL PROCEDURE: , L5 Gill procedure with interbody and posterolateral (360 degrees circumferential) arthrodesis using cages, bone graft, recombinant bone morphogenic protein, and pedicle fixation."
Chronic Abscesses - Discharge Summary,graft,Graft,When a doctor replaces damaged tissue with healthier tissue or synthetic materials.,5,Split thickness skin graft to right thigh and right hip massive open wound on 04/01/08 by Dr.
Chronic Abscesses - Discharge Summary,grafting,grafting,Grafting is when a doctor replaces damaged tissue with healthy tissue or a synthetic substitute.,4,"Given his large wounds, he did end up getting a feeding tube placement, and prior to grafting, he received significant feeding tube supplementation to help achieve adequate nutrition for healing."
Discharge Summary - Peripheral vascular disease,grafting,grafting,Grafting is when a doctor replaces damaged tissue with healthy tissue or a synthetic substitute.,1,"Peripheral vascular disease status post aortobifemoral bypass and bilateral femoropopliteal bypass grafting.,3."
Chest Pain & Respiratory Insufficiency,grafts,grafts,Grafts are when a doctor replaces damaged tissue with healthy tissue or artificial material.,1,"This demonstrated patent vein grafts and patent internal mammary vessel and so there was no obvious new disease.,She may continue in the future to have angina and she will have nitroglycerin available for that if needed.,Her blood pressure has been elevated and so instead of metoprolol, we have started her on Coreg 6.25 mg b.i.d."
Discharge Summary - 8,gram-negative,Gram-negative,Bacteria that don't take on a particular stain and are part of a big group.,3,"Gram-negative rod bacteremia, final identification and susceptibilities still pending.,2."
Discharge Summary - Lymphoma,gram-negative,Gram-negative,Bacteria that don't take on a particular stain and are part of a big group.,3,"Gram-negative bacteremia.,3."
Gastroenteritis - Discharge Summary,granuloma,granuloma,A granuloma is a tiny spot of inflammation made up of immune cells.,1,"X with 25-pack-year history, also a history of diabetes type 2, dyslipidemia, hypertension, hemorrhoids, chronic obstructive pulmonary disease, and a left lower lobe calcified granuloma that apparently is stable at this time."
Urology Discharge Summary,granulomatous,granulomatous,Granulomatous means related to a small area of inflammation created by immune cells.,1,"Chest x-ray calcified old granulomatous disease, otherwise normal."
Cholestasis Of Pregnancy,gravida,gravida,Gravida refers to the number of times a woman has been pregnant.,1,"FINAL DIAGNOSES:, Delivered pregnancy, cholestasis of pregnancy, fetal intolerance to labor, failure to progress.,PROCEDURE: , Included primary low transverse cesarean section.,SUMMARY: , This 32-year-old gravida 2 was induced for cholestasis of pregnancy at 38-1/2 weeks."
Hysterectomy - Discharge Summary,gravida,gravida,Gravida refers to the number of times a woman has been pregnant.,1,"Pelvic pain.,DISCHARGE DIAGNOSIS: , Status post vaginal hysterectomy.,COMPLICATIONS: , None.,BRIEF HISTORY OF PRESENT ILLNESS: , This is a 36-year-old, gravida 3, para 3 female who presented initially to the office with abnormal menstrual bleeding and increase in flow during her period."
Hysterectomy - Discharge Summary - 1,gravida,gravida,Gravida refers to the number of times a woman has been pregnant.,1,"Small uterine fibroids.,OPERATION PERFORMED: ,Total vaginal hysterectomy.,BRIEF HISTORY AND PHYSICAL: ,The patient is a 42 year-old white female, gravida 3, para 2, with two prior vaginal deliveries."
Hysterectomy - Discharge Summary - 2,gravida,gravida,Gravida refers to the number of times a woman has been pregnant.,1,"ADMISSION DIAGNOSIS: , Microinvasive carcinoma of the cervix.,DISCHARGE DIAGNOSIS: , Microinvasive carcinoma of the cervix.,PROCEDURE PERFORMED: , Total vaginal hysterectomy.,HISTORY OF PRESENT ILLNESS: , The patient is a 36-year-old, white female, gravida 7, para 5, last period mid March, status post tubal ligation."
Intrauterine Pregnancy - Discharge Summary,gravida,gravida,Gravida refers to the number of times a woman has been pregnant.,1,"Status post repeat low transverse cesarean and bilateral tubal ligation.,HISTORY: , The patient is a 35-year-old gravida 2, para 1-0-0-1 with intrauterine pregnancy on 08/30/09."
Neonatal Discharge Summary,gravida,gravida,Gravida refers to the number of times a woman has been pregnant.,1,"HOSPITAL COURSE:, The patient is an 1812 g baby boy born by vaginal delivery to a 32-year-old gravida 3, para 2 at 34 weeks of gestation."
Neonatal Discharge Summary - 1,gravida,gravida,Gravida refers to the number of times a woman has been pregnant.,1,"Mother is a 20-year-old gravida 1, para 0 female who received prenatal care."
Prematurity - Discharge Summary,gravida,gravida,Gravida refers to the number of times a woman has been pregnant.,1,"Feeding problem.,HISTORY OF ILLNESS: ,This is a 4-pound female infant born to a 26-year-old gravida 1, now para 1-0-0-1 lady with an EDC of November 19, 2003."
Discharge Summary - 6,groin,GROIN,Where your thighs and upper body meet.,3,"Lower abdomen tender when touched due to bladder cancer.,RIGHT GROIN: Dry and intact, no bruit, no ecchymosis, no hematoma."
Discharge Summary - Respiratory Failure,groin,groin,Where your thighs and upper body meet.,1,He does have some generalized redness around his abdominal region and groin.
Discharge Summary - 7,ground glass,ground glass,Ground glass is when a lung scan reveals issues like air spaces filled with material and collapsed lung structures.,1,There was no ground glass change.
Hypothermia - Discharge Summary,guardian,guardian,Someone who is legally responsible for another person.,1,"The patient's legal guardian, Janet Sanchez in Albuquerque has requested he be transported there."
Cardiac Transfer Summary,h&p,H&P,"It's like a thorough first check-up for a patient, considering their medical history and doing a physical exam.",1,"Lower extremity Duplex ultrasound.,HOSPITAL COURSE: , Please refer to my H&P for full details."
Discharge Summary - 12,h&p,H&P,"It's like a thorough first check-up for a patient, considering their medical history and doing a physical exam.",1,"She is admitted for further treatment.,Past medical history, social history, family history, physical examination can be seen on the admission H&P.,LABORATORIES ON ADMISSION: , White count 11,700, hemoglobin 12.8, hematocrit 37.2, BUN 91, creatinine 2.2, sodium 131, potassium 5.1."
Discharge Summary - 19,h&p,H&P,"It's like a thorough first check-up for a patient, considering their medical history and doing a physical exam.",2,"The patient denies any chest pain, nausea, vomiting, fever, chills, shortness of breath, abdominal pain or any urine or bowel problems.,PAST MEDICAL HISTORY: , Can be referred to the H&P dictated in the chart.,PAST SURGICAL HISTORY: , Can be referred to the H&P dictated in the chart.,PHYSICAL EXAMINATION: ,VITAL SIGNS: At the time of discharge temperature 36.6 degree Celsius, pulse rate of 77 per minute, respiratory rate 20 per minute, blood pressure 115/63, and oxygen saturation of 94% on room air.,GENERAL: The patient is a thin built Caucasian female with no pallor, cyanosis or icterus."
Discharge Summary - 9,h&p,H&P,"It's like a thorough first check-up for a patient, considering their medical history and doing a physical exam.",1,"XYZ initial H&P for complete details.,HOSPITAL COURSE:,1."
Gastroenteritis - Discharge Summary,h&p,H&P,"It's like a thorough first check-up for a patient, considering their medical history and doing a physical exam.",1,"Gastrointestinal bleed and chronic inflammation of the mesentery of unknown etiology.,BRIEF H&P AND HOSPITAL COURSE: , This patient is a 56-year-old male, a patient of Dr."
Psychiatric Discharge Summary,hallucinations,hallucinations,Seeing or hearing stuff that isn't actually there.,3,The patient denied auditory hallucinations.
Discharge Summary - 1,hdl,HDL,It's a good cholesterol that takes bad stuff away.,2,"We also ordered fasting blood lipids, which showed cholesterol of 165, triglycerides 180, HDL cholesterol 22, LDL cholesterol 107."
Discharge Summary - 6,hdl,HDL,It's a good cholesterol that takes bad stuff away.,1,"Lipid profile: Cholesterol 157, triglycerides 146, HDL 22, LDL 106.,PROCEDURES:,1."
ER Report - Chest Pain & Fever,hdl,HDL,It's a good cholesterol that takes bad stuff away.,1,"Lipid panel - triglycerides 249, VLDL 49, HDL 33, LDL 81.,COURSE IN THE HOSPITAL: , The patient was placed on home medications."
Discharge Summary - ATV Accident,head injury,head injury,"An injury to the head, including the skull, brain, and blood vessels, that may also affect the neck spine.",2,"The day following his surgery, the patient was evaluated for a potential for closed head injury given the nature of his accident and the fact that he was not wearing a helmet during his accident."
Discharge Summary - Multiple Trauma,head injury,head injury,"An injury to the head, including the skull, brain, and blood vessels, that may also affect the neck spine.",1,"He had a left tibial plateau fracture, right forearm fracture with ORIF, head laceration, and initially some symptoms of head injury."
Neurology - Discharge Summary,head injury,head injury,"An injury to the head, including the skull, brain, and blood vessels, that may also affect the neck spine.",2,"Closed head injury and history of fall.,3."
Discharge Summary - 14,headache,headache,Pain in your head.,2,"She had persistent nausea, headache, neck pain throughout this hospitalization."
Discharge Summary - Migraine,headache,headache,Pain in your head.,6,"b.i.d.,ALLERGIES:, SULFA drugs.,HISTORY OF PRESENT ILLNESS: , The patient is a 25-year-old right-handed Caucasian female who presented to the emergency department with sudden onset of headache occurring at approximately 11 a.m."
Neurology - Discharge Summary,headache,Headache,Pain in your head.,6,"Headache, probably secondary to contusion.,FINAL DIAGNOSES:,1."
Hip Surgery - Discharge Summar,headaches,headaches,Headaches are when you have pain in your head.,2,"Otherwise, she reports some intermittent right calf discomfort and some postoperative right hip pain.,ALLERGIES:, No known drug allergies.,PAST MEDICAL HISTORY:, Anxiety, depression, osteoarthritis, migraine headaches associated with menstrual cycle, history of sciatic pain in the distant past, history of herniated disc, and status post appendectomy.,MEDICATIONS: ,Medications taken at home are Paxil, MOBIC, and Klonopin.,MEDICATIONS ON TRANSFER: , Celebrex, Coumadin, Colace, Fiorinal, oxycodone, Klonopin, and Paxil.,FAMILY HISTORY:, Noncontributory.,SOCIAL HISTORY: , The patient is married."
Knee Surgery - Discharge Summary,headaches,headaches,Headaches are when you have pain in your head.,2,"She reports having some right knee pain, which is most intense at a ""certain position."" The patient is unable to elaborate on which ""certain position"" causes her the most discomfort.,ALLERGIES:, NKDA.,PAST MEDICAL HISTORY: , Hypertension, hypothyroidism, degenerative joint disease, GERD, anxiety disorder, Morton neuroma of her feet bilaterally, and distant history of migraine headaches some 30 years ago.,MEDICATIONS:, On transfer, Celebrex, Coumadin, Colace, Synthroid, Lovenox, Percocet, Toprol XL, niacin, and trazodone.,PHYSICAL EXAMINATION:,VITAL SIGNS: Temperature 96.5, blood pressure 127/72, pulse 70, respiratory rate 20, 95% O2 saturation on room air.,GENERAL: No acute distress at the time of the exam except as mentioned above complains of right knee pain at ""certain position."",HEENT: Normocephalic."
Leiomyosarcoma,headaches,headaches,Headaches are when you have pain in your head.,2,"History of subdural hematoma, also on admission the patient noted some mild intermittent headaches that were fleeting in nature, several a day that would resolve on their own."
Death Summary,heart catheterization,heart catheterization,It's a procedure to check and fix heart problems involving inserting a tube into an artery and guiding it to the heart.,1,There was contemplation as to whether left heart catheterization should proceed since Nephrology was concerned about the patient's renal status.
Discharge Summary - 6,heart catheterization,heart catheterization,It's a procedure to check and fix heart problems involving inserting a tube into an artery and guiding it to the heart.,2,"ABC underwent a left heart catheterization, which revealed two vessel coronary artery disease."
Discharge Summary - 19,heart disease,heart disease,Heart disease is a health problem that impacts the heart or blood vessels.,1,"Valvular heart disease.,HOSPITAL COURSE SUMMARY: , The patient is 93-year-old Caucasian female with a past medical history of hypertension, chronic atrial fibrillation, gastroesophageal reflux disease, osteoporosis and chronic right hip pain after total hip arthroplasty was admitted to our hospital for complaints of nausea and vomiting and urinary tract infection."
Lap Chole - Discharge Summary,heart disease,heart disease,Heart disease is a health problem that impacts the heart or blood vessels.,1,"The patient also had Premarin that she was taking, advised to discontinue because of increased risk of heart disease and stroke explained to the patient."
CHF & Pleural Effusion - Discharge Summary,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,2,"DIAGNOSIS AT ADMISSION: , Congestive heart failure (CHF) with left pleural effusion.,DIAGNOSES AT DISCHARGE,1."
COPD & Bronchitis - Discharge Summary,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,1,"Congestive heart failure.,3."
Cardio/Pulmo Discharge Summary,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,3,"Congestive heart failure.,4."
Death Summary - 2,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,5,"Severe congestive heart failure.,3."
Discharge Summary - 12,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,1,"Congestive heart failure.,3."
Discharge Summary - 2,heart failure,heart failure,The heart struggles to pump blood effectively in heart failure.,1,"Congestive heart failure.,4."
